#allele	genesymbol	genbank_cds_start	genbank_cds_stop	genbank_strand	curated_start	genbank_nucl_accession	genbank_prot_accession	refseq_nucl_accession	refseq_prot_accession	refseq_product
blaOXA-640	blaOXA	1	750	1	0	MH085564.1	AWD39719.1	NG_057543.1	WP_109545109.1	OXA-184 family class D beta-lactamase OXA-640
blaOXA-641	blaOXA	1	774	1	0	MH211331.1	AWA42530.1	NG_057486.1	WP_109545072.1	OXA-372 family carbapenem-hydrolyzing class D beta-lactamase OXA-641
blaOXA-642	blaOXA	1	822	1	0	MH212162.1	AWA42531.1	NG_057487.1	WP_014206564.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-642
blaOXA-649	blaOXA	1	828	1	0	MH211242.1	AWA42529.1	NG_057485.1	WP_109545071.1	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-649
blaOXA-65	blaOXA	1	825	1	0	AY750908.1	AAW81337.1	NG_049805.1	WP_001021782.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-65
blaOXA-651	blaOXA	41244	42068	0	0	LBMO01000061.1	KUG37347.1	NG_059326.1	WP_058870660.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-651
blaOXA-652	blaOXA	15203	16027	0	0	CP010350.1	ALV71466.1	NG_059327.1	WP_058951457.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-652
blaOXA-654	blaOXA	1	825	1	0	MH337646.1	AWK58845.1	NG_057616.1	WP_109791216.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-654
blaOXA-655	blaOXA	176	976	1	0	MH384610.1	AWS00754.1	NG_062252.1	WP_122630842.1	OXA-10 family class D beta-lactamase OXA-655
blaOXA-656	blaOXA	176	976	1	0	MH384611.1	AWS00755.1	NG_062253.1	WP_122630843.1	OXA-10 family class D beta-lactamase OXA-656
blaOXA-657	blaOXA	1	822	1	0	MH450209.1	AWU66457.1	NG_060565.1	WP_111672907.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-657
blaOXA-658	blaOXA	1	720	1	0	MH085573.1	AWD39740.1	NG_061408.1	WP_070210118.1	OXA-184 family class D beta-lactamase OXA-658
blaOXA-659	blaOXA	1	828	1	0	MH085560.1	AWD39737.1	NG_061400.1	WP_114699276.1	OXA-61 family class D beta-lactamase OXA-659
blaOXA-66	blaOXA	1	825	1	0	AY750909.1	AAW81338.1	NG_049806.1	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66
blaOXA-660	blaOXA	1	720	1	0	MH085562.1	AWD39738.1	NG_061407.1	WP_114699279.1	OXA-61 family class D beta-lactamase OXA-660
blaOXA-661	blaOXA	1	834	1	0	MH549401.1	AXC08553.1	NG_061397.1	WP_114699273.1	OXA-266 family class D beta-lactamase OXA-661
blaOXA-662	blaOXA	1	825	1	0	MH549402.1	AXC08554.1	NG_061398.1	WP_114699274.1	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase OXA-662
blaOXA-663	blaOXA	55722	56522	0	0	JCMW02000002.1	OWG16436.1	NG_061386.1	WP_032410229.1	OXA-10 family class D beta-lactamase OXA-663
blaOXA-664	blaOXA	191232	191927	0	0	AQFM01000048.1	EOR02560.1	NG_062213.1	WP_016168805.1	carbapenem-hydrolyzing class D beta-lactamase OXA-664
blaOXA-665	blaOXA	274632	275453	0	0	ATGI01000038.1	EPF70268.1	NG_062217.1	WP_016657654.1	carbapenem-hydrolyzing class D beta-lactamase OXA-665
blaOXA-666	blaOXA	99304	100158	0	0	FNPK01000009.1	SDY39836.1	NG_062232.1	WP_092689909.1	carbapenem-hydrolyzing class D beta-lactamase OXA-666
blaOXA-667	blaOXA	4406051	4406896	0	0	AP014630.1	BAP39082.1	NG_062225.1	WP_096735335.1	OXA-274 family class D beta-lactamase OXA-667
blaOXA-668	blaOXA	60813	61658	0	0	JICM01000013.1	KEC85091.1	NG_062224.1	WP_034612711.1	OXA-274 family class D beta-lactamase OXA-668
blaOXA-669	blaOXA	194761	195600	0	0	LMED01000027.1	KQW88842.1	NG_062227.1	WP_056517622.1	OXA-274 family class D beta-lactamase OXA-669
blaOXA-67	blaOXA	1	825	1	0	DQ491200.1	ABF50983.1	NG_049807.1	WP_063864529.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-67
blaOXA-670	blaOXA	70370	71203	1	0	ATGK01000003.1	EPG42609.1	NG_062219.1	WP_016651348.1	OXA-286 family class D beta-lactamase OXA-670
blaOXA-671	blaOXA	55729	56565	1	0	ATGG01000004.1	EPF93312.1	NG_062218.1	WP_016660101.1	OXA-286 family class D beta-lactamase OXA-671
blaOXA-672	blaOXA	161405	162247	1	0	AYEQ01000166.1	ESK38042.1	NG_062221.1	WP_023271137.1	OXA-286 family class D beta-lactamase OXA-672
blaOXA-673	blaOXA	296447	297289	0	0	AQFL01000004.1	EOR10283.1	NG_062214.1	WP_016162389.1	OXA-286 family class D beta-lactamase OXA-673
blaOXA-674	blaOXA	127857	128699	0		JROB01000001.1		NG_062226.1	WP_081406929.1	OXA-286 family class D beta-lactamase OXA-674
blaOXA-675	blaOXA	1	831	1	0	MH780096.1	AXQ11888.1	NG_062270.1	WP_122630857.1	OXA-1 family class D beta-lactamase OXA-675
blaOXA-676	blaOXA	1	801	1	0	MH780097.1	AXQ11889.1	NG_062271.1	WP_122630858.1	OXA-10 family class D beta-lactamase OXA-676
blaOXA-677	blaOXA	1	801	1	0	MH780098.1	AXQ11890.1	NG_062272.1	WP_122630859.1	OXA-10 family class D beta-lactamase OXA-677
blaOXA-678	blaOXA	1	822	1	0	MH780099.1	AXQ11891.1	NG_062273.1	WP_122630860.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-678
blaOXA-679	blaOXA	1	831	1	0	MH837623.1	AXV45349.1	NG_062355.1	WP_122634439.1	OXA-667 family class D beta-lactamase OXA-679
blaOXA-68	blaOXA	1	825	1	0	AY750910.1	AAW81339.1	NG_049808.1	WP_001021775.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-68
blaOXA-680	blaOXA	12	836	1	0	MH878938.1	AXY66404.1	NG_062277.1	WP_122630864.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-680
blaOXA-681	blaOXA	1	825	1	0	MH986647.1	AYF58374.1	NG_062301.1	WP_122630881.1	OXA-2 family class D beta-lactamase OXA-681
blaOXA-682	blaOXA	14	838	1	0	MK011132.1	AYG97663.1	NG_062304.1	WP_122630884.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-682
blaOXA-683	blaOXA	14	838	1	0	MK011133.1	AYG97664.1	NG_062305.1	WP_122630885.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-683
blaOXA-684	blaOXA	30	854	1	0	MK011134.1	AYG97665.1	NG_062306.1	WP_122630886.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-684
blaOXA-685	blaOXA	40	864	1	0	MK011135.1	AYG97666.1	NG_062307.1	WP_122630887.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-685
blaOXA-686	blaOXA	14	838	1	0	MK011136.1	AYG97667.1	NG_062308.1	WP_122630888.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-686
blaOXA-687	blaOXA	14	838	1	0	MK011137.1	AYG97668.1	NG_062309.1	WP_122630889.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-687
blaOXA-688	blaOXA	32	856	1	0	MK011138.1	AYG97669.1	NG_062310.1	WP_122630890.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-688
blaOXA-689	blaOXA	15	839	1	0	MK011139.1	AYG97670.1	NG_062311.1	WP_122630891.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-689
blaOXA-69	blaOXA	1	825	1	0	AY750911.1	AAW81340.1	NG_049809.1	WP_001021779.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69
blaOXA-690	blaOXA	12	836	1	0	MK011140.1	AYG97671.1	NG_062312.1	WP_122630892.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-690
blaOXA-691	blaOXA	14	838	1	0	MK011141.1	AYG97672.1	NG_062313.1	WP_122630893.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-691
blaOXA-692	blaOXA	14	838	1	0	MK011142.1	AYG97673.1	NG_062314.1	WP_122630894.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-692
blaOXA-693	blaOXA	14	838	1	0	MK011143.1	AYG97674.1	NG_062315.1	WP_122630895.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-693
blaOXA-694	blaOXA	28	852	1	0	MK011144.1	AYG97675.1	NG_062316.1	WP_122630896.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-694
blaOXA-695	blaOXA	19	843	1	0	MK011145.1	AYG97676.1	NG_062317.1	WP_122630897.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-695
blaOXA-696	blaOXA	13	837	1	0	MK011146.1	AYG97677.1	NG_062318.1	WP_122630898.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-696
blaOXA-697	blaOXA	37	861	1	0	MK011147.1	AYG97678.1	NG_062319.1	WP_122630899.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-697
blaOXA-698	blaOXA	27	851	1	0	MK011148.1	AYG97679.1	NG_062320.1	WP_122630900.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-698
blaOXA-699	blaOXA	16	840	1	0	MK011149.1	AYG97680.1	NG_062321.1	WP_122630901.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-699
blaOXA-7	blaOXA	135	935	1	0	X75562.1	CAA53242.1	NG_049810.1	WP_063864530.1	OXA-10 family oxacillin-hydrolyzing class D beta-lactamase OXA-7
blaOXA-70	blaOXA	1	825	1	0	AY750912.1	AAW81341.1	NG_049811.1	WP_032000166.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-70
blaOXA-700	blaOXA	13	837	1	0	MK011150.1	AYG97681.1	NG_062322.1	WP_122630902.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-700
blaOXA-701	blaOXA	18	842	1	0	MK011151.1	AYG97682.1	NG_062323.1	WP_122630903.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-701
blaOXA-702	blaOXA	14	838	1	0	MK011153.1	AYG97684.1	NG_062324.1	WP_122630904.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-702
blaOXA-703	blaOXA	17	841	1	0	MK011154.1	AYG97685.1	NG_062325.1	WP_122630905.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-703
blaOXA-704	blaOXA	17	841	1	0	MK011155.1	AYG97686.1	NG_062326.1	WP_122630906.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-704
blaOXA-705	blaOXA	26	850	1	0	MK011156.1	AYG97687.1	NG_062327.1	WP_122630907.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-705
blaOXA-706	blaOXA	18	842	1	0	MK011157.1	AYG97688.1	NG_062328.1	WP_122630908.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-706
blaOXA-707	blaOXA	25	849	1	0	MK011158.1	AYG97689.1	NG_062329.1	WP_122630909.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-707
blaOXA-708	blaOXA	20	844	1	0	MK011166.1	AYG97697.1	NG_062336.1	WP_122630916.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-708
blaOXA-709	blaOXA	12	836	1	0	MK011167.1	AYG97698.1	NG_062337.1	WP_122630917.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-709
blaOXA-71	blaOXA	1	825	1	0	AY750913.1	AAW81342.1	NG_049812.1	WP_001021785.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-71
blaOXA-710	blaOXA	22	846	1	0	MK011168.1	AYG97699.1	NG_062338.1	WP_122630918.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-710
blaOXA-711	blaOXA	22	846	1	0	MK011169.1	AYG97700.1	NG_062339.1	WP_122630919.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-711
blaOXA-712	blaOXA	29	853	1	0	MK011170.1	AYG97701.1	NG_062340.1	WP_122630920.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-712
blaOXA-713	blaOXA	15	839	1	0	MK011171.1	AYG97702.1	NG_062341.1	WP_122630921.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-713
blaOXA-714	blaOXA	22	846	1	0	MK011172.1	AYG97703.1	NG_062342.1	WP_122630922.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-714
blaOXA-715	blaOXA	14	838	1	0	MK011173.1	AYG97704.1	NG_062343.1	WP_016685888.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-715
blaOXA-716	blaOXA	13	837	1	0	MK011174.1	AYG97705.1	NG_062344.1	WP_031998610.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-716
blaOXA-717	blaOXA	13	837	1	0	MK011175.1	AYG97706.1	NG_062345.1	WP_032018141.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-717
blaOXA-718	blaOXA	12	836	1	0	MK011159.1	AYG97690.1	NG_062330.1	WP_122630910.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-718
blaOXA-719	blaOXA	9	833	1	0	MK011160.1	AYG97691.1	NG_062331.1	WP_122630911.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-719
blaOXA-72	blaOXA	1206	2033	1	0	GU199039.2	ADB28892.1	NG_049813.1	WP_000713530.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-72
blaOXA-720	blaOXA	20	844	1	0	MK011161.1	AYG97692.1	NG_062332.1	WP_122630912.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-720
blaOXA-721	blaOXA	12	836	1	0	MK011162.1	AYG97693.1	NG_062333.1	WP_122630913.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-721
blaOXA-722	blaOXA	13	837	1	0	MK011164.1	AYG97695.1	NG_062334.1	WP_122630914.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-722
blaOXA-723	blaOXA	18	842	1	0	MK011165.1	AYG97696.1	NG_062335.1	WP_122630915.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-723
blaOXA-724	blaOXA	112	906	1	0	AJ276031.1	CAB76928.1	NG_062201.1	WP_077096319.1	OXA-12 family class D beta-lactamase AmpH/OXA-724
blaOXA-725	blaOXA	1	795	1	0	X80276.1	CAA56560.1	NG_062200.1	WP_011707905.1	OXA-12 family class D beta-lactamase AmpS/OXA-725
blaOXA-726	blaOXA	11228	12022	1	0	LSZC01000019.1	PKD23169.1	NG_062247.1	WP_101150415.1	OXA-12 family class D beta-lactamase OXA-726
blaOXA-729	blaOXA	174	1043	1	0	AY066004.1	AAL47570.1	NG_061383.1	WP_114699266.1	OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-729
blaOXA-73	blaOXA	116	937	1	0	AY762325.1	AAW22056.1	NG_049814.1	WP_063864531.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-73
blaOXA-730	blaOXA	1	831	1	0	MH684781.1	AXH06203.1	NG_061623.1	WP_116786836.1	class D beta-lactamase OXA-730
blaOXA-732	blaOXA	109	909	1	0	JX846494.1	AFY12006.1	NG_061615.1	WP_072678505.1	class D beta-lactamase OXA-732
blaOXA-733	blaOXA	1	825	1	0	MH780076.1	AXQ11762.1	NG_062257.1	WP_122630844.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-733
blaOXA-734	blaOXA	1	825	1	0	MH780092.1	AXQ11884.1	NG_062266.1	WP_122630853.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-734
blaOXA-735	blaOXA	1	825	1	0	MH780093.1	AXQ11885.1	NG_062267.1	WP_122630854.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-735
blaOXA-736	blaOXA	1	801	1	0	MH780094.1	AXQ11886.1	NG_062268.1	WP_122630855.1	OXA-10 family class D beta-lactamase OXA-736
blaOXA-737	blaOXA	1	828	1	0	MH780095.1	AXQ11887.1	NG_062269.1	WP_122630856.1	OXA-2 family class D beta-lactamase OXA-737
blaOXA-74	blaOXA	1	801	1	0	AJ854182.1	CAH69530.1	NG_049815.1	WP_063864532.1	OXA-10 family class D beta-lactamase OXA-74
blaOXA-75	blaOXA	1	825	1	0	AY859529.1	AAW51373.1	NG_049816.1	WP_001025292.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-75
blaOXA-76	blaOXA	1	825	1	0	AY949203.1	AAX51234.1	NG_049817.1	WP_063864533.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-76
blaOXA-77	blaOXA	1	825	1	0	AY949202.1	AAX51233.1	NG_049818.1	WP_063864534.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-77
blaOXA-777	blaOXA	1	822	1	0	MK087756.1	AYN72943.1	NG_062346.1	WP_122630923.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-777
blaOXA-778	blaOXA	1	822	1	0	MK087758.1	AYN72945.1	NG_062347.1	WP_122630924.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-778
blaOXA-779	blaOXA	1	801	1	0	MH670655.1	AXH79884.1	NG_062354.1	WP_122634438.1	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase OXA-779
blaOXA-78	blaOXA	1	825	1	0	AY862132.1	AAW81358.1	NG_049819.1	WP_005139262.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-78
blaOXA-79	blaOXA	1	825	1	0	EU019534.1	ABV71246.1	NG_049820.1	WP_063864535.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-79
blaOXA-80	blaOXA	1	825	1	0	EU019535.1	ABV71247.1	NG_049821.1	WP_063864536.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-80
blaOXA-82	blaOXA	1	825	1	0	EU019536.1	ABV71248.1	NG_049822.1	WP_001021793.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-82
blaOXA-83	blaOXA	1	825	1	0	DQ309277.1	ABC26007.1	NG_049823.1	WP_057046497.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-83
blaOXA-84	blaOXA	1	825	1	0	DQ309276.1	ABC26006.1	NG_049824.1	WP_063864537.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-84
blaOXA-85	blaOXA	2767	3552	1	0	JANA01000064.1	EUB32241.1	NG_050724.1	WP_032835180.1	oxacillin-hydrolyzing class D beta-lactamase OXA-85
blaOXA-86	blaOXA	1	825	1	0	DQ149247.1	AAZ78361.1	NG_049826.1	WP_063864539.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-86
blaOXA-87	blaOXA	1	825	1	0	DQ348075.1	ABC84263.1	NG_049827.1	WP_032491656.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-87
blaOXA-88	blaOXA	9	833	1	0	DQ392963.1	ABD48715.1	NG_049828.1	WP_063864540.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-88
blaOXA-89	blaOXA	1	825	1	0	DQ445683.1	ABE03012.1	NG_049829.1	WP_063864541.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-89
blaOXA-9	blaOXA	2314	3138	1	0	M55547.1	AAA98406.2	NG_049830.1	WP_000722315.1	oxacillin-hydrolyzing class D beta-lactamase OXA-9
blaOXA-90	blaOXA	1	825	1	0	AM231719.1	CAJ77809.1	NG_049831.1	WP_001021781.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-90
blaOXA-91	blaOXA	1199	2023	1	0	DQ519086.1	ABF47914.1	NG_049832.1	WP_001021776.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-91
blaOXA-92	blaOXA	1	825	1	0	DQ335566.1	ABC61637.1	NG_049833.1	WP_059262713.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-92
blaOXA-93	blaOXA	39	863	1	0	DQ519087.1	ABF47916.1	NG_049834.1	WP_063864542.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-93
blaOXA-94	blaOXA	9	833	1	0	DQ519088.1	ABF47917.1	NG_049835.1	WP_029424390.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-94
blaOXA-95	blaOXA	9	833	1	0	DQ519089.1	ABF47918.1	NG_049836.1	WP_031960432.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-95
blaOXA-96	blaOXA	63	905	1	0	DQ519090.1	ABF47919.1	NG_049837.1	WP_063864543.1	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-96
blaOXA-97	blaOXA	11723	12565	0	0	EF102240.1	ABO33299.1	NG_049838.1	WP_063864544.1	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-97
blaOXA-98	blaOXA	1	825	1	0	AM279652.1	CAK50801.1	NG_049839.1	WP_001021777.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98
blaOXA-99	blaOXA	1	825	1	0	DQ888718.1	ABI53716.1	NG_049840.1	WP_017816859.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-99
blaOXY-1-1	blaOXY	86	961	1	0	M27459.1	AAA25084.1	NG_049841.1	WP_014228247.1	class A extended-spectrum beta-lactamase OXY-1-1
blaOXY-1-2	blaOXY	179	1054	1	0	AY077484.1	AAL78277.1	NG_049842.1	WP_025107110.1	class A extended-spectrum beta-lactamase OXY-1-2
blaOXY-1-3	blaOXY	162	1037	1	0	AY077482.1	AAL78275.1	NG_049843.1	WP_063864545.1	class A extended-spectrum beta-lactamase OXY-1-3
blaOXY-1-4	blaOXY	183	1055	1	0	AY077483.1	AAL78276.1	NG_049844.1	WP_049101515.1	class A extended-spectrum beta-lactamase OXY-1-4
blaOXY-1-6	blaOXY	147	1022	1	0	Y17715.1	CAB42615.1	NG_049845.1	WP_063864546.1	class A extended-spectrum beta-lactamase OXY-1-6
blaOXY-2-1	blaOXY	407581	408453	0	0	JHPN01000001.1	EYT10542.1	NG_049846.1	WP_032727905.1	class A extended-spectrum beta-lactamase OXY-2-1
blaOXY-2-10	blaOXY	132	1004	1	0	FJ785626.1	ACV44456.1	NG_049847.1	WP_063864547.1	class A extended-spectrum beta-lactamase OXY-2-10
blaOXY-2-11	blaOXY	1	873	1	0	JX559324.1	AFV73216.1	NG_049848.1	WP_004111091.1	class A extended-spectrum beta-lactamase OXY-2-11
blaOXY-2-12	blaOXY	1	873	1	0	JX559325.1	AFV73217.1	NG_049849.1	WP_063864548.1	class A extended-spectrum beta-lactamase OXY-2-12
blaOXY-2-13	blaOXY	1	873	1	0	JX559327.1	AFV73219.1	NG_049850.1	WP_063864549.1	class A extended-spectrum beta-lactamase OXY-2-13
blaOXY-2-14	blaOXY	95	967	1	0	AJ746226.1	CAG34106.1	NG_047529.1	WP_063842752.1	class A extended-spectrum beta-lactamase OXY-2-14
blaOXY-2-15	blaOXY	1	867	1	0	KM382431.1	AIX97178.1	NG_049851.1	WP_063864550.1	class A extended-spectrum beta-lactamase OXY-2-15
blaOXY-2-2	blaOXY	184	1056	1	0	AF473577.1	AAL79541.1	NG_049852.1	WP_023329386.1	class A extended-spectrum beta-lactamase OXY-2-2
blaOXY-2-3	blaOXY	162	1031	1	0	AY077488.2	AAL78281.2	NG_049853.1	WP_063864551.1	class A extended-spectrum beta-lactamase OXY-2-3
blaOXY-2-4	blaOXY	139610	140479	1	0	JAKX01000001.1	EUC88208.1	NG_049854.1	WP_004099854.1	class A extended-spectrum beta-lactamase OXY-2-4
blaOXY-2-5	blaOXY	95	967	1	0	AJ746227.1	CAG34107.1	NG_047530.1	WP_063842759.1	class A extended-spectrum beta-lactamase OXY-2-5
blaOXY-2-6	blaOXY	184	1056	1	0	AY077485.2	AAL78278.2	NG_049855.1	WP_063864552.1	class A extended-spectrum beta-lactamase OXY-2-6
blaOXY-2-7	blaOXY	312	1184	1	0	Z49084.1	CAA88908.1	NG_049856.1	WP_017146441.1	class A extended-spectrum beta-lactamase OXY-2-7
blaOXY-2-8	blaOXY	182	1054	1	0	AY055205.1	AAL17873.1	NG_049857.1	WP_053064676.1	class A extended-spectrum beta-lactamase OXY-2-8
blaOXY-2-9	blaOXY	132	1001	1	0	FJ785625.1	ACV44455.1	NG_049858.1	WP_063864553.1	class A extended-spectrum beta-lactamase OXY-2-9
blaOXY-3-1	blaOXY	184	1050	1	0	AF491278.1	AAN28732.1	NG_049859.1	WP_063864554.1	class A extended-spectrum beta-lactamase OXY-3-1
blaOXY-4-1	blaOXY	716534	717406	0	0	AGDP01000021.1	EHT07585.1	NG_050613.1	WP_004130122.1	class A extended-spectrum beta-lactamase OXY-4-1
blaOXY-5-1	blaOXY	1	873	1	0	AJ871868.1	CAI43416.1	NG_049860.1	WP_063864555.1	class A extended-spectrum beta-lactamase OXY-5-1
blaOXY-5-2	blaOXY	12319	13191	1	0	ALNJ01000037.1	EJU31754.1	NG_050563.1	WP_009652647.1	class A extended-spectrum beta-lactamase OXY-5-2
blaOXY-6-1	blaOXY	1	876	1	0	AJ871873.1	CAI43421.1	NG_049861.1	WP_063864556.1	class A extended-spectrum beta-lactamase OXY-6-1
blaOXY-6-2	blaOXY	1	873	1	0	AJ871875.1	CAI43423.1	NG_049862.1	WP_063864557.1	class A extended-spectrum beta-lactamase OXY-6-2
blaOXY-6-3	blaOXY	1	876	1	0	AJ871876.1	CAI43424.1	NG_049863.1	WP_063864558.1	class A extended-spectrum beta-lactamase OXY-6-3
blaOXY-6-4	blaOXY	9974	10849	1	0	AMPJ01000092.1	EKP25780.1	NG_049864.1	WP_004137840.1	class A extended-spectrum beta-lactamase OXY-6-4
	blaP	254211	255134	1	0	CP000002.3	AAU21887.1	NG_051162.1	WP_003178584.1	class A beta-lactamase BlaP
	blaP	266	1189	1	0	V00093.1	CAA23431.1	NG_051161.1	WP_023857755.1	class A beta-lactamase BlaP
blaPAC-1	blaPAC	346	1491	1	0	KY285014.1	APM84516.1	NG_052627.1	WP_034051940.1	class C beta-lactamase PAC-1
blaPDC-1	blaPDC	4594029	4595222	1	0	AE004091.2	AAG07497.1	NG_049865.1	WP_003101289.1	cephalosporin-hydrolyzing class C beta-lactamase PDC-1
blaPDC-10	blaPDC	1	1194	1	0	FJ666073.1	ACQ82815.1	NG_049866.1	WP_063864559.1	class C beta-lactamase PDC-10
blaPDC-100	blaPDC	1	1194	1	0	KX160457.1	ANB78224.1	NG_049867.1	WP_058176209.1	class C beta-lactamase PDC-100
blaPDC-101	blaPDC	1	1194	1	0	KX160458.1	ANB78225.1	NG_049868.1	WP_063864560.1	class C beta-lactamase PDC-101
blaPDC-102	blaPDC	1	1194	1	0	KX160459.1	ANB78226.1	NG_049869.1	WP_063864561.1	class C beta-lactamase PDC-102
blaPDC-103	blaPDC	1	1194	1	0	KX160460.1	ANB78227.1	NG_049870.1	WP_031690214.1	class C beta-lactamase PDC-103
blaPDC-104	blaPDC	1	1194	1	0	KX160461.1	ANB78228.1	NG_049871.1	WP_058129018.1	class C beta-lactamase PDC-104
